relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Sea-f7d0_47_cones-22	Sea-f7d0_38_Reef-1	Sea-f7d0_47_cones-22_4825	47	Sea-f7d0_38_Reef-1_4532	38	9	cones	reefs	8.3
location	Con61cd_2_snails-10	Con61cd_14_Reef-23	Con61cd_2_snails-10_4823	2	Con61cd_14_Reef-23_4532	14	12	cone snails	reefs	7.692
location	Con61cd_4_cone-3	Con61cd_14_Reef-23	Con61cd_4_cone-3_4825	4	Con61cd_14_Reef-23_4532	14	10	cones	reefs	7.545
location	Con61cd_2_cone-9	Con61cd_14_Reef-23	Con61cd_2_cone-9_4825	2	Con61cd_14_Reef-23_4532	14	12	cones	reefs	6.385
location	Sha-8b9d_201_cone-17	Sha-8b9d_181_reefs-2	Sha-8b9d_201_cone-17_4825	201	Sha-8b9d_181_reefs-2_4532	181	20	cones	reefs	3.952
location	Sca-88f4_121_scallop-9	Sca-88f4_90_bed-53	Sca-88f4_121_scallop-9_3026	121	Sca-88f4_90_bed-53_4510	90	31	Scallops	sea bed	3.125
location	Sea-f7d0_47_cones-22	Sea-f7d0_2_reef-6	Sea-f7d0_47_cones-22_4825	47	Sea-f7d0_2_reef-6_4532	2	45	cones	reefs	1.804
location	Por-f868_77_cone-26	Por-f868_29_seas-9	Por-f868_77_cone-26_4825	77	Por-f868_29_seas-9_1367	29	48	cones	Shallow seas	1.694
location	Por-f868_78_cone-14	Por-f868_29_seas-9	Por-f868_78_cone-14_4825	78	Por-f868_29_seas-9_1367	29	49	cones	Shallow seas	1.66
location	Mol-3928_288_snails-5	Mol-3928_217_reef-10	Mol-3928_288_snails-5_4823	288	Mol-3928_217_reef-10_4532	217	71	cone snails	reefs	1.389
location	Sca-88f4_154_Pectinidae-12	Sca-88f4_90_bed-53	Sca-88f4_154_Pectinidae-12_3027	154	Sca-88f4_90_bed-53_4510	90	64	Pectinidae	sea bed	1.338
location	Sca-88f4_162_Pectinidae-3	Sca-88f4_90_bed-53	Sca-88f4_162_Pectinidae-3_3027	162	Sca-88f4_90_bed-53_4510	90	72	Pectinidae	sea bed	1.192
location	Mol-3928_288_cone-4	Mol-3928_217_reef-10	Mol-3928_288_cone-4_4825	288	Mol-3928_217_reef-10_4532	217	71	cones	reefs	1.153
location	Sca-88f4_2_Scallop-1	Sca-88f4_90_bed-53	Sca-88f4_2_Scallop-1_3026	2	Sca-88f4_90_bed-53_4510	90	88	Scallops	sea bed	1.124
location	Mol-3928_290_cone-5	Mol-3928_217_reef-10	Mol-3928_290_cone-5_4825	290	Mol-3928_217_reef-10_4532	217	73	cones	reefs	1.122
location	Sca-88f4_173_Pectinidae-4	Sca-88f4_90_bed-53	Sca-88f4_173_Pectinidae-4_3027	173	Sca-88f4_90_bed-53_4510	90	83	Pectinidae	sea bed	1.036
location	Mol-3928_136_cone-23	Mol-3928_217_reef-10	Mol-3928_136_cone-23_4825	136	Mol-3928_217_reef-10_4532	217	81	cones	reefs	1.012
location	Sca-88f4_175_Pectinidae-6	Sca-88f4_90_bed-53	Sca-88f4_175_Pectinidae-6_3027	175	Sca-88f4_90_bed-53_4510	90	85	Pectinidae	sea bed	1.012
adaptation	Cam-4bd8_61_Sepia-36	Cam-4bd8_61_camouflage-7	Cam-4bd8_61_Sepia-36_1275	61	Cam-4bd8_61_camouflage-7_3947	61	0	Sepia	camouflage	100.0
adaptation	Gia-2984_43_cuttlefish-2	Gia-2984_43_Predators-4	Gia-2984_43_cuttlefish-2_4649	43	Gia-2984_43_Predators-4_359	43	0	giant cuttlefish	Predator	100.0
adaptation	Amm5689_8_ammonite-10	Amm5689_8_predators-18	Amm5689_8_ammonite-10_4597	8	Amm5689_8_predators-18_359	8	0	ammonites	Predator	100.0
adaptation	Gre-e890_93_sepia-15	Gre-e890_93_camouflage-24	Gre-e890_93_sepia-15_4465	93	Gre-e890_93_camouflage-24_3947	93	0	sepia	camouflage	100.0
adaptation	Com-c2e9_37_cuttlefish-49	Com-c2e9_37_predators-14	Com-c2e9_37_cuttlefish-49_4803	37	Com-c2e9_37_predators-14_359	37	0	common cuttlefish	Predator	100.0
adaptation	Com-c2e9_37_cuttlefish-7	Com-c2e9_37_predators-14	Com-c2e9_37_cuttlefish-7_4803	37	Com-c2e9_37_predators-14_359	37	0	common cuttlefish	Predator	100.0
adaptation	Cam-4bd8_61_Sepia-36	Cam-4bd8_61_camouflage-49	Cam-4bd8_61_Sepia-36_1275	61	Cam-4bd8_61_camouflage-49_3947	61	0	Sepia	camouflage	100.0
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_61_camouflage-49	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_61_camouflage-49_3947	61	0	Sepia officinalis	camouflage	87.0
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_61_camouflage-7	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_61_camouflage-7_3947	61	0	Sepia officinalis	camouflage	87.0
adaptation	Hum-85c3_174_cone-16	Hum-85c3_174_predator-48	Hum-85c3_174_cone-16_4825	174	Hum-85c3_174_predator-48_359	174	0	cones	Predator	83.0
adaptation	Com-c2e9_38_cuttlefish-2	Com-c2e9_37_predators-14	Com-c2e9_38_cuttlefish-2_4803	38	Com-c2e9_37_predators-14_3977	37	1	common cuttlefish	predator	50.0
adaptation	Cut-3792_206_Sepia-1	Cut-3792_205_camouflage-7	Cut-3792_206_Sepia-1_1275	206	Cut-3792_205_camouflage-7_3947	205	1	Sepia	camouflage	50.0
adaptation	Cut-3792_206_Sepia-1	Cut-3792_207_camouflage-2	Cut-3792_206_Sepia-1_1275	206	Cut-3792_207_camouflage-2_3947	207	1	Sepia	camouflage	50.0
adaptation	Amb-94f9_193_ammonites-25	Amb-94f9_194_predator-11	Amb-94f9_193_ammonites-25_4597	193	Amb-94f9_194_predator-11_359	194	1	ammonites	Predator	50.0
adaptation	Gia-2984_29_cuttlefish-3	Gia-2984_30_predators-8	Gia-2984_29_cuttlefish-3_4649	29	Gia-2984_30_predators-8_359	30	1	giant cuttlefish	Predator	50.0
adaptation	Cut-3792_206_officinalis-2	Cut-3792_205_camouflage-7	Cut-3792_206_officinalis-2_1932	206	Cut-3792_205_camouflage-7_3947	205	1	Sepia officinalis	camouflage	43.5
adaptation	Cut-3792_206_officinalis-2	Cut-3792_207_camouflage-2	Cut-3792_206_officinalis-2_1932	206	Cut-3792_207_camouflage-2_3947	207	1	Sepia officinalis	camouflage	43.5
adaptation	Gia-2984_44_cuttlefish-39	Gia-2984_43_Predators-4	Gia-2984_44_cuttlefish-39_1611	44	Gia-2984_43_Predators-4_359	43	1	Australian giant cuttlefish	Predator	41.5
adaptation	Gia-2984_44_cuttlefish-4	Gia-2984_43_Predators-4	Gia-2984_44_cuttlefish-4_1611	44	Gia-2984_43_Predators-4_359	43	1	Australian giant cuttlefish	Predator	41.5
adaptation	Tilb5d0_4_cone-16	Tilb5d0_5_predators-13	Tilb5d0_4_cone-16_4825	4	Tilb5d0_5_predators-13_359	5	1	cones	Predator	41.5
adaptation	Tur-06de_108_cones-18	Tur-06de_107_predators-13	Tur-06de_108_cones-18_4825	108	Tur-06de_107_predators-13_3977	107	1	cones	predator	41.5
adaptation	Hum-85c3_175_cone-4	Hum-85c3_174_predator-48	Hum-85c3_175_cone-4_4825	175	Hum-85c3_174_predator-48_3977	174	1	cones	predator	41.5
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_57_camouflage-8	Cam-4bd8_59_cuttlefish-9_4803	59	Cam-4bd8_57_camouflage-8_3947	57	2	common cuttlefish	camouflage	33.333
adaptation	Com-c2e9_37_cuttlefish-49	Com-c2e9_35_predator-19	Com-c2e9_37_cuttlefish-49_1931	37	Com-c2e9_35_predator-19_359	35	2	Common cuttlefish	Predator	33.333
adaptation	Com-c2e9_21_cuttlefish-2	Com-c2e9_19_camouflaging-2	Com-c2e9_21_cuttlefish-2_1931	21	Com-c2e9_19_camouflaging-2_3947	19	2	Common cuttlefish	camouflage	33.333
adaptation	Com-c2e9_37_cuttlefish-7	Com-c2e9_35_camouflage-13	Com-c2e9_37_cuttlefish-7_4803	37	Com-c2e9_35_camouflage-13_3947	35	2	common cuttlefish	camouflage	33.333
adaptation	Com-c2e9_37_cuttlefish-49	Com-c2e9_35_camouflage-13	Com-c2e9_37_cuttlefish-49_4803	37	Com-c2e9_35_camouflage-13_3947	35	2	common cuttlefish	camouflage	33.333
adaptation	Gia-2984_39_cuttlefish-8	Gia-2984_41_predators-32	Gia-2984_39_cuttlefish-8_4649	39	Gia-2984_41_predators-32_359	41	2	giant cuttlefish	Predator	33.333
adaptation	Gia-2984_43_cuttlefish-2	Gia-2984_41_predators-32	Gia-2984_43_cuttlefish-2_4649	43	Gia-2984_41_predators-32_359	41	2	giant cuttlefish	Predator	33.333
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_61_camouflage-49	Cam-4bd8_59_cuttlefish-9_4803	59	Cam-4bd8_61_camouflage-49_3947	61	2	common cuttlefish	camouflage	33.333
adaptation	Cut-3792_6_cuttlefish-25	Cut-3792_8_predators-2	Cut-3792_6_cuttlefish-25_4649	6	Cut-3792_8_predators-2_3977	8	2	giant cuttlefish	predator	33.333
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_61_camouflage-7	Cam-4bd8_59_cuttlefish-9_4803	59	Cam-4bd8_61_camouflage-7_3947	61	2	common cuttlefish	camouflage	33.333
adaptation	Com-c2e9_37_cuttlefish-7	Com-c2e9_35_predator-19	Com-c2e9_37_cuttlefish-7_4803	37	Com-c2e9_35_predator-19_359	35	2	common cuttlefish	Predator	33.333
adaptation	Ple-f864_113_ammonites-14	Ple-f864_111_predators-36	Ple-f864_113_ammonites-14_4597	113	Ple-f864_111_predators-36_3977	111	2	ammonites	predator	33.333
adaptation	Cut-3792_6_Sepia-27	Cut-3792_8_predators-2	Cut-3792_6_Sepia-27_1275	6	Cut-3792_8_predators-2_359	8	2	Sepia	Predator	33.333
adaptation	Com-c2e9_39_Sepia-1	Com-c2e9_37_predators-14	Com-c2e9_39_Sepia-1_1275	39	Com-c2e9_37_predators-14_359	37	2	Sepia	Predator	33.333
adaptation	Com-c2e9_39_officinalis-2	Com-c2e9_37_predators-14	Com-c2e9_39_officinalis-2_1932	39	Com-c2e9_37_predators-14_3977	37	2	Sepia officinalis	predator	29.0
adaptation	Cut-3792_206_officinalis-2	Cut-3792_208_camouflage-5	Cut-3792_206_officinalis-2_1932	206	Cut-3792_208_camouflage-5_3947	208	2	Sepia officinalis	camouflage	29.0
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_63_camouflage-8	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_63_camouflage-8_3947	63	2	Sepia officinalis	camouflage	29.0
adaptation	Pan-f76a_25_cone-13	Pan-f76a_27_predators-10	Pan-f76a_25_cone-13_4825	25	Pan-f76a_27_predators-10_3977	27	2	cones	predator	27.667
adaptation	Humafb4_13_devil-27	Humafb4_11_migration-8	Humafb4_13_devil-27_5108	13	Humafb4_11_migration-8_3781	11	2	red devil	migration	27.667
adaptation	Tur-06de_109_cone-8	Tur-06de_107_predators-13	Tur-06de_109_cone-8_4825	109	Tur-06de_107_predators-13_3977	107	2	cones	predator	27.667
adaptation	Amm5689_11_Ammonites-7	Amm5689_8_predators-18	Amm5689_11_Ammonites-7_1495	11	Amm5689_8_predators-18_3977	8	3	Ammonites	predator	25.0
adaptation	Com-c2e9_38_cuttlefish-2	Com-c2e9_35_camouflage-13	Com-c2e9_38_cuttlefish-2_4803	38	Com-c2e9_35_camouflage-13_3947	35	3	common cuttlefish	camouflage	25.0
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_56_Camouflage-1	Cam-4bd8_59_cuttlefish-9_4803	59	Cam-4bd8_56_Camouflage-1_319	56	3	common cuttlefish	Camouflage	25.0
adaptation	Cut-3792_197_cuttlefish-4	Cut-3792_194_predators-63	Cut-3792_197_cuttlefish-4_4803	197	Cut-3792_194_predators-63_359	194	3	common cuttlefish	Predator	25.0
adaptation	Com-c2e9_38_cuttlefish-2	Com-c2e9_35_predator-19	Com-c2e9_38_cuttlefish-2_4803	38	Com-c2e9_35_predator-19_359	35	3	common cuttlefish	Predator	25.0
adaptation	Com-c2e9_37_cuttlefish-49	Com-c2e9_34_predators-4	Com-c2e9_37_cuttlefish-49_4803	37	Com-c2e9_34_predators-4_359	34	3	common cuttlefish	Predator	25.0
adaptation	Com-c2e9_37_cuttlefish-7	Com-c2e9_34_predators-4	Com-c2e9_37_cuttlefish-7_4803	37	Com-c2e9_34_predators-4_359	34	3	common cuttlefish	Predator	25.0
adaptation	Com-c2e9_22_cuttlefish-2	Com-c2e9_19_camouflaging-2	Com-c2e9_22_cuttlefish-2_4803	22	Com-c2e9_19_camouflaging-2_3947	19	3	common cuttlefish	camouflage	25.0
adaptation	Neo-e8a9_16_snails-19	Neo-e8a9_19_predators-4	Neo-e8a9_16_snails-19_4823	16	Neo-e8a9_19_predators-4_359	19	3	cone snails	Predator	25.0
adaptation	Neo-e8a9_16_snails-11	Neo-e8a9_19_predators-4	Neo-e8a9_16_snails-11_4823	16	Neo-e8a9_19_predators-4_359	19	3	cone snails	Predator	25.0
adaptation	Neo-e8a9_16_snails-16	Neo-e8a9_19_predators-4	Neo-e8a9_16_snails-16_4823	16	Neo-e8a9_19_predators-4_359	19	3	cone snails	Predator	25.0
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_64_camouflage-15	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_64_camouflage-15_3947	64	3	Sepia officinalis	camouflage	21.75
adaptation	Cut-3792_252_officinalis-25	Cut-3792_249_camouflage-32	Cut-3792_252_officinalis-25_1932	252	Cut-3792_249_camouflage-32_3947	249	3	Sepia officinalis	camouflage	21.75
adaptation	Gia-2984_44_cuttlefish-4	Gia-2984_41_predators-32	Gia-2984_44_cuttlefish-4_1611	44	Gia-2984_41_predators-32_3977	41	3	Australian giant cuttlefish	predator	20.75
adaptation	Gia-2984_44_cuttlefish-39	Gia-2984_41_predators-32	Gia-2984_44_cuttlefish-39_1611	44	Gia-2984_41_predators-32_3977	41	3	Australian giant cuttlefish	predator	20.75
adaptation	Com-c2e9_38_cuttlefish-2	Com-c2e9_34_predators-4	Com-c2e9_38_cuttlefish-2_4803	38	Com-c2e9_34_predators-4_3977	34	4	common cuttlefish	predator	20.0
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_55_Camouflage-1	Cam-4bd8_59_cuttlefish-9_4803	59	Cam-4bd8_55_Camouflage-1_319	55	4	common cuttlefish	Camouflage	20.0
adaptation	Gia-2984_47_cuttlefish-24	Gia-2984_43_Predators-4	Gia-2984_47_cuttlefish-24_1609	47	Gia-2984_43_Predators-4_3977	43	4	Giant cuttlefish	predator	20.0
adaptation	Com-c2e9_39_Sepia-1	Com-c2e9_35_predator-19	Com-c2e9_39_Sepia-1_1275	39	Com-c2e9_35_predator-19_3977	35	4	Sepia	predator	20.0
adaptation	Gia-2984_79_cuttlefish-2	Gia-2984_83_spawning-9	Gia-2984_79_cuttlefish-2_4649	79	Gia-2984_83_spawning-9_366	83	4	giant cuttlefish	Spawning	20.0
adaptation	Gia-2984_65_cuttlefish-2	Gia-2984_61_spawning-21	Gia-2984_65_cuttlefish-2_4649	65	Gia-2984_61_spawning-21_3982	61	4	giant cuttlefish	spawning	20.0
adaptation	Com-c2e9_39_officinalis-2	Com-c2e9_35_predator-19	Com-c2e9_39_officinalis-2_1932	39	Com-c2e9_35_predator-19_359	35	4	Sepia officinalis	Predator	17.4
adaptation	Gia-2984_92_cuttlefish-50	Gia-2984_87_semelparous-2	Gia-2984_92_cuttlefish-50_4649	92	Gia-2984_87_semelparous-2_3980	87	5	giant cuttlefish	semelparous	16.667
adaptation	Cut-3792_13_sepia-21	Cut-3792_8_predators-2	Cut-3792_13_sepia-21_4465	13	Cut-3792_8_predators-2_3977	8	5	sepia	predator	16.667
adaptation	Gia-2984_10_cuttlefish-2	Gia-2984_15_semelparous-4	Gia-2984_10_cuttlefish-2_4649	10	Gia-2984_15_semelparous-4_3980	15	5	giant cuttlefish	semelparous	16.667
adaptation	Gia-2984_66_cuttlefish-10	Gia-2984_61_spawning-21	Gia-2984_66_cuttlefish-10_4649	66	Gia-2984_61_spawning-21_366	61	5	giant cuttlefish	Spawning	16.667
adaptation	Gia-2984_92_cuttlefish-14	Gia-2984_87_semelparous-2	Gia-2984_92_cuttlefish-14_4649	92	Gia-2984_87_semelparous-2_3980	87	5	giant cuttlefish	semelparous	16.667
adaptation	Com-c2e9_42_Sepia-1	Com-c2e9_37_predators-14	Com-c2e9_42_Sepia-1_1275	42	Com-c2e9_37_predators-14_359	37	5	Sepia	Predator	16.667
adaptation	Com-c2e9_39_Sepia-1	Com-c2e9_34_predators-4	Com-c2e9_39_Sepia-1_1275	39	Com-c2e9_34_predators-4_3977	34	5	Sepia	predator	16.667
adaptation	Cam-4bd8_61_Sepia-36	Cam-4bd8_56_Camouflage-1	Cam-4bd8_61_Sepia-36_1275	61	Cam-4bd8_56_Camouflage-1_319	56	5	Sepia	Camouflage	16.667
adaptation	Com-c2e9_39_officinalis-2	Com-c2e9_34_predators-4	Com-c2e9_39_officinalis-2_1932	39	Com-c2e9_34_predators-4_3977	34	5	Sepia officinalis	predator	14.5
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_56_Camouflage-1	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_56_Camouflage-1_319	56	5	Sepia officinalis	Camouflage	14.5
adaptation	Com-c2e9_42_officinalis-2	Com-c2e9_37_predators-14	Com-c2e9_42_officinalis-2_1932	42	Com-c2e9_37_predators-14_359	37	5	Sepia officinalis	Predator	14.5
adaptation	Gia-2984_55_cuttlefish-11	Gia-2984_61_spawning-21	Gia-2984_55_cuttlefish-11_4649	55	Gia-2984_61_spawning-21_3982	61	6	giant cuttlefish	spawning	14.286
adaptation	Tig-454c_105_sepia-10	Tig-454c_99_camouflage-26	Tig-454c_105_sepia-10_4465	105	Tig-454c_99_camouflage-26_3947	99	6	sepia	camouflage	14.286
adaptation	Gia-2984_55_cuttlefish-5	Gia-2984_61_spawning-21	Gia-2984_55_cuttlefish-5_4649	55	Gia-2984_61_spawning-21_3982	61	6	giant cuttlefish	spawning	14.286
adaptation	Gia-2984_55_cuttlefish-31	Gia-2984_61_spawning-21	Gia-2984_55_cuttlefish-31_4649	55	Gia-2984_61_spawning-21_3982	61	6	giant cuttlefish	spawning	14.286
adaptation	Gia-2984_47_cuttlefish-24	Gia-2984_41_predators-32	Gia-2984_47_cuttlefish-24_1609	47	Gia-2984_41_predators-32_3977	41	6	Giant cuttlefish	predator	14.286
adaptation	Cam-4bd8_61_Sepia-36	Cam-4bd8_55_Camouflage-1	Cam-4bd8_61_Sepia-36_1275	61	Cam-4bd8_55_Camouflage-1_319	55	6	Sepia	Camouflage	14.286
adaptation	Ven-071d_24_snails-20	Ven-071d_30_predators-24	Ven-071d_24_snails-20_4823	24	Ven-071d_30_predators-24_3977	30	6	cone snails	predator	14.286
adaptation	Com-c2e9_42_Sepia-1	Com-c2e9_35_predator-19	Com-c2e9_42_Sepia-1_1275	42	Com-c2e9_35_predator-19_359	35	7	Sepia	Predator	12.5
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_55_Camouflage-1	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_55_Camouflage-1_319	55	6	Sepia officinalis	Camouflage	12.429
adaptation	Tig-454c_105_sepia-10	Tig-454c_97_camouflage-6	Tig-454c_105_sepia-10_4465	105	Tig-454c_97_camouflage-6_3947	97	8	sepia	camouflage	11.111
adaptation	Com-c2e9_42_Sepia-1	Com-c2e9_34_predators-4	Com-c2e9_42_Sepia-1_1275	42	Com-c2e9_34_predators-4_359	34	8	Sepia	Predator	11.111
adaptation	Cut-3792_252_Sepia-24	Cut-3792_260_Camouflage-14	Cut-3792_252_Sepia-24_1275	252	Cut-3792_260_Camouflage-14_319	260	8	Sepia	Camouflage	11.111
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_51_Camouflage-1	Cam-4bd8_59_cuttlefish-9_1931	59	Cam-4bd8_51_Camouflage-1_319	51	8	Common cuttlefish	Camouflage	11.111
adaptation	Cut-3792_252_Sepia-27	Cut-3792_260_Camouflage-14	Cut-3792_252_Sepia-27_1275	252	Cut-3792_260_Camouflage-14_319	260	8	Sepia	Camouflage	11.111
adaptation	Com-c2e9_42_officinalis-2	Com-c2e9_35_predator-19	Com-c2e9_42_officinalis-2_1932	42	Com-c2e9_35_predator-19_359	35	7	Sepia officinalis	Predator	10.875
adaptation	Gia-2984_92_cuttlefish-50	Gia-2984_83_spawning-9	Gia-2984_92_cuttlefish-50_4649	92	Gia-2984_83_spawning-9_366	83	9	giant cuttlefish	Spawning	10.0
adaptation	Gia-2984_92_cuttlefish-14	Gia-2984_83_spawning-9	Gia-2984_92_cuttlefish-14_4649	92	Gia-2984_83_spawning-9_366	83	9	giant cuttlefish	Spawning	10.0
adaptation	Gia-2984_70_cuttlefish-2	Gia-2984_61_spawning-21	Gia-2984_70_cuttlefish-2_4649	70	Gia-2984_61_spawning-21_366	61	9	giant cuttlefish	Spawning	10.0
adaptation	Cut-3792_252_officinalis-25	Cut-3792_260_Camouflage-14	Cut-3792_252_officinalis-25_1932	252	Cut-3792_260_Camouflage-14_319	260	8	Sepia officinalis	Camouflage	9.667
adaptation	Cam-4bd8_61_Sepia-36	Cam-4bd8_71_Camouflage-1	Cam-4bd8_61_Sepia-36_1275	61	Cam-4bd8_71_Camouflage-1_319	71	10	Sepia	Camouflage	9.091
adaptation	Com-c2e9_47_sepia-14	Com-c2e9_37_predators-14	Com-c2e9_47_sepia-14_4465	47	Com-c2e9_37_predators-14_359	37	10	sepia	Predator	9.091
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_49_Camouflage-1	Cam-4bd8_59_cuttlefish-9_4803	59	Cam-4bd8_49_Camouflage-1_319	49	10	common cuttlefish	Camouflage	9.091
adaptation	Cam-4bd8_61_Sepia-36	Cam-4bd8_51_Camouflage-1	Cam-4bd8_61_Sepia-36_1275	61	Cam-4bd8_51_Camouflage-1_319	51	10	Sepia	Camouflage	9.091
adaptation	Cep-fb80_60_Sepia-51	Cep-fb80_71_predators-23	Cep-fb80_60_Sepia-51_1275	60	Cep-fb80_71_predators-23_359	71	11	Sepia	Predator	8.333
adaptation	Cep-fb80_60_Sepia-58	Cep-fb80_71_predators-23	Cep-fb80_60_Sepia-58_1275	60	Cep-fb80_71_predators-23_359	71	11	Sepia	Predator	8.333
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_71_Camouflage-1	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_71_Camouflage-1_319	71	10	Sepia officinalis	Camouflage	7.909
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_51_Camouflage-1	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_51_Camouflage-1_319	51	10	Sepia officinalis	Camouflage	7.909
adaptation	Com-c2e9_47_sepia-14	Com-c2e9_35_predator-19	Com-c2e9_47_sepia-14_4465	47	Com-c2e9_35_predator-19_359	35	12	sepia	Predator	7.692
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_71_Camouflage-1	Cam-4bd8_59_cuttlefish-9_1931	59	Cam-4bd8_71_Camouflage-1_319	71	12	Common cuttlefish	Camouflage	7.692
adaptation	Com-c2e9_47_sepia-14	Com-c2e9_34_predators-4	Com-c2e9_47_sepia-14_4465	47	Com-c2e9_34_predators-4_3977	34	13	sepia	predator	7.143
adaptation	Cam-4bd8_61_officinalis-37	Cam-4bd8_49_Camouflage-1	Cam-4bd8_61_officinalis-37_1932	61	Cam-4bd8_49_Camouflage-1_319	49	12	Sepia officinalis	Camouflage	6.692
adaptation	Cam-4bd8_59_cuttlefish-9	Cam-4bd8_45_Camouflage-1	Cam-4bd8_59_cuttlefish-9_1931	59	Cam-4bd8_45_Camouflage-1_319	45	14	Common cuttlefish	Camouflage	6.667
adaptation	Gia-2984_47_cuttlefish-24	Gia-2984_61_spawning-21	Gia-2984_47_cuttlefish-24_1609	47	Gia-2984_61_spawning-21_3982	61	14	Giant cuttlefish	spawning	6.667
adaptation	Cor-7fba_5_aspersa-8	Cor-7fba_18_hibernation-15	Cor-7fba_5_aspersa-8_2520	5	Cor-7fba_18_hibernation-15_3959	18	13	Helix aspersa	hibernation	6.214
adaptation	Hum-2735_23_devil-21	Hum-2735_36_migrations-10	Hum-2735_23_devil-21_5108	23	Hum-2735_36_migrations-10_1	36	13	red devil	Migration	5.929
adaptation	Rab-34dd_224_Cone-22	Rab-34dd_211_predators-16	Rab-34dd_224_Cone-22_1968	224	Rab-34dd_211_predators-16_359	211	13	Cones	Predator	5.929
adaptation	Gia-2984_47_cuttlefish-24	Gia-2984_30_predators-8	Gia-2984_47_cuttlefish-24_1609	47	Gia-2984_30_predators-8_359	30	17	Giant cuttlefish	Predator	5.556
adaptation	Gia-2984_44_cuttlefish-39	Gia-2984_30_predators-8	Gia-2984_44_cuttlefish-39_1611	44	Gia-2984_30_predators-8_359	30	14	Australian giant cuttlefish	Predator	5.533
